% Context
% Information about more than 4600 companies tradable on Robinhood website
% Source
% The information is scraped from Robinhood website
% Inspiration
% The dataset contains useful information about Public Companies are being traded in US Stock market. Information about company size, market cap, PE ratio, list date, etc. is provided which can provide some insights about stock market in the US.
@RELATION Stock-Information

@ATTRIBUTE simple_name STRING
@ATTRIBUTE name STRING
@ATTRIBUTE symbol STRING
@ATTRIBUTE bloomberg_unique STRING
@ATTRIBUTE margin_initial_ratio REAL
@ATTRIBUTE maintenance_ratio REAL
@ATTRIBUTE country STRING
@ATTRIBUTE day_trade_ratio REAL
@ATTRIBUTE list_date STRING
@ATTRIBUTE type STRING
@ATTRIBUTE default_collar_fraction REAL
@ATTRIBUTE open REAL
@ATTRIBUTE high REAL
@ATTRIBUTE low REAL
@ATTRIBUTE volume INTEGER
@ATTRIBUTE average_volume_2_weeks REAL
@ATTRIBUTE average_volume REAL
@ATTRIBUTE high_52_weeks REAL
@ATTRIBUTE dividend_yield REAL
@ATTRIBUTE float REAL
@ATTRIBUTE low_52_weeks REAL
@ATTRIBUTE market_cap REAL
@ATTRIBUTE pb_ratio REAL
@ATTRIBUTE pe_ratio REAL
@ATTRIBUTE shares_outstanding REAL
@ATTRIBUTE description STRING
@ATTRIBUTE ceo STRING
@ATTRIBUTE headquarters_city STRING
@ATTRIBUTE headquarters_state STRING
@ATTRIBUTE sector STRING
@ATTRIBUTE industry STRING
@ATTRIBUTE num_employees REAL
@ATTRIBUTE year_founded REAL

@DATA
Macerich,'The Macerich Company',MAC,EQ0012635300001000,0.5,0.25,US,0.25,3/10/1994,reit,0.05,20.77,21.37,20.5051,1781281,4416940.0,4416940.0,44.73,14.7348,140237979.0,19.28,3097964111.0,1.09376,26.7613,141297000.0,'Macerich Co. operates as a real estate investment trust, which engages in the acquisition, ownership, development, redevelopment, management and leasing of regional and community shopping centers located throughout the United States. It conducts all of its operations through the operating partnership and the management companies. The company was founded by Mace Siegel, Dana K. Anderson, Arthur M. Coppola and Edward C. Coppola in 1964 and is headquartered in Santa Monica, CA.','Thomas E. O\'Hern','Santa Monica',California,Finance,'Real Estate Investment Trusts',737.0,1964.0
Invesco,'Invesco LTD',IVZ,EQ0011178500009000,0.5,0.25,US,0.25,3/10/1997,stock,0.05,14.53,14.53,13.93,2638262,7636140.0,7636140.0,22.18,8.38972,446716000.0,13.8,6486145300.0,0.6575,11.12,453300000.0,'Invesco Ltd. engages as an independent global investment management firm. It operates through Investment Management segment. The firm offers a range of single-country, regional, and global capabilities across major equity, fixed income and alternative asset classes, delivered through a diverse set of investment vehicles. The company was founded in December 1935 and is headquartered in Atlanta, GA.','Martin L. Flanagan, CFA, CPA',Atlanta,Georgia,Finance,'Investment Managers',8821.0,1935.0
'US Bank','U.S. Bancorp',USB,EQ0010707100001000,0.5,0.25,US,0.25,1/2/1990,stock,0.05,46.695,46.695,45.315,4887757,11465966.4,11465966.4,61.11,3.48837,1519365173.0,44.91,70187250000.0,1.61078,11.5808,1534155236.0,'U.S. Bancorp operates as a bank holding company. It offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management. The firm also offers mortgage, refinance, auto, boat  RV loans, credit lines, credit card services, merchant, bank, checking  savings accounts, debit cards, online  mobile banking, ATM processing, mortgage banking, insurance, brokerage and leasing services. The company was founded in 1929 and is headquartered in Minneapolis, MN.','Andrew J. Cecere, MBA',Minneapolis,Minnesota,Finance,'Major Banks',69651.0,1929.0
?,'SPDR Gold MiniShares',GLDM,EQ0000000065956890,0.5,0.25,US,0.25,6/26/2018,etp,0.05,16.35,16.405,16.3233,530208,4063045.1,4063045.1,16.8,?,?,12.645,1384286400.0,?,?,86800000.0,'GLDM tracks the gold spot price, less expenses and liabilities, using gold bars held in London vaults.',?,?,?,Miscellaneous,'Investment Trusts Or Mutual Funds',?,?
?,'VanEck Vectors Video Gaming and eSports ETF',ESPO,EQ0000000068938733,0.68,0.6,US,0.25,10/17/2018,etp,0.05,40.4,41.04,40.31,86305,94530.0,94530.0,42.87,0.20991,?,28.83,99269000.0,4.53486,36.5811,2500000.0,'ESPO tracks a market-cap-weighted index of global firms involved in video gaming and esports.',?,?,?,Miscellaneous,'Investment Trusts Or Mutual Funds',?,?
CapitaLand,'Capitaland Ltd Sponsored American Depositary Shares',CLLDY,EQ0702458800009000,1.0,1.0,SG,1.0,2/18/2004,adr,0.05,5.21,5.21,5.21,295,1789.0,1789.0,5.92,3.06395,1189040000.0,4.57,12991595205.0,0.735812,7.46763,2518747968.0,'CapitaLand Ltd. is an investment holding company, which engages in the provision of consultancy services. It operates through the following business segments: CapitaLand Singapore, Malaysia and Indonesia (CL SMI), CapitaLand China (CL China), CapitaLand Vietnam (CL Vietnam) and CapitaLand International (CL International). The CL SMI segment involves in the residential, commercial, shopping malls and serviced residence properties development for sale in Singapore, Malaysia and Indonesia. The CL China segment involves in the residential, commercial, shopping malls and serviced residences property development in China. The CL Vietnam segment involves in the residential, commercial and serviced residences property development in Vietnam. The CL International segment involves in commercial, shopping malls and serviced residences property development in Europe, United States of America and Middle East as well as key cities of Asia Pacific excludes Singapore, Malaysia, Indonesia, China and Vietnam. The Others segment includes corporate office and group treasury. The company was founded in November 2000 and is headquartered in Singapore. CLLDY is listed on the Pink Current market tier. OTC market data is provided by OTC Markets Group, Inc (otcmarkets.com).','Chee Koon Lee',Singapore,'Central Singapore',Finance,'Real Estate Development',?,2000.0
'Vanguard Small-Cap ETF','Vanguard Small-Cap ETF',VB,EQ0000000000917920,0.5,0.25,US,0.25,1/30/2004,etp,0.05,151.59,152.0902,150.07,334077,1054684.0,1054684.0,170.84,1.51035,?,144.43,26842348444.0,2.31321,43.6606,176026942.4,'VB tracks the CRSP US Small Cap Index. The market-cap-weighted index includes the bottom 2-15 of the investable universe.',?,?,?,Miscellaneous,'Investment Trusts Or Mutual Funds',?,?
'TD Bank','Toronto Dominion Bank',TD,EQ0011075500001003,0.5,0.25,CA,0.25,8/30/1996,stock,0.05,51.46,51.47,50.54,1184374,2016791.4,2016791.4,59.55,4.54223,1810441886.0,50.38,93220180136.0,1.50385,10.4811,1812490000.0,'The Toronto-Dominion Bank engages in providing financial products and services. It operates through the following segments: Canadian Retail, U.S. Retail, and Wholesale Banking. The Canadian Retail segment offers various financial products and services, as well as telephone, Internet, and mobile banking services. The U.S. Retail segment provides retail and commercial banking services, as well as wealth management services in the United States. The Wholesale Banking segment provides capital markets, investment banking, corporate banking products and investment needs to companies, governments, and institutions in financial markets. The company was founded on February 1, 1955 and is headquartered in Toronto, Canada.','Bharat B. Masrani',Toronto,Ontario,Finance,'Major Banks',?,1955.0
'Health Care Select Sector SPDR Fund','Health Care Select Sector SPDR Fund',XLV,EQ0038318300001000,0.5,0.25,US,0.25,12/22/1998,etp,0.05,97.72,98.7,97.18,15450062,18528153.4,18528153.4,105.08,1.58912,?,84.65,19642036136.0,4.48634,27.5857,202465324.0,'XLV tracks health care stocks from within the SP 500 Index, weighted by market cap.',?,?,?,Miscellaneous,'Investment Trusts Or Mutual Funds',?,?
BlackRock,'Blackrock, Inc.',BLK,EQ0096324600001000,0.5,0.25,US,0.25,10/1/1999,stock,0.05,488.09,491.31,479.295,454453,1103774.5,1103774.5,576.81,2.97578,152545680.5,403.535,71858695313.0,2.24539,17.165,155199000.0,'BlackRock, Inc. engages in providing investment management, risk management, and advisory services for institutional and retail clients worldwide. Its products include single and multi-asset class portfolios investing in equities, fixed income, alternatives, and money market instruments. The company was founded by Ralph L. Schlosstein, Susan L. Wagner, Robert Steven Kapito, and Laurence Douglas Fink in 1988 and is headquartered in New York, NY.','Laurence Douglas Fink','New York','New York',Finance,'Investment Managers',16200.0,1988.0
HealthEquity,'HealthEquity, Inc. Common Stock',HQY,EQ0000000010179992,0.5,0.25,US,0.25,7/31/2014,stock,0.05,70.0,70.25,66.68,707479,1202758.0,1202758.0,88.78,?,69240200.0,50.87,5031699707.0,4.6191,77.8,70879000.0,'HealthEquity, Inc. provides range of solutions for managing health care accounts. The firm\'s offers its solutions for employers, health planbs, brokers, consultants and financial advisors. Its services include HAS, FSA, HRA, DCRA, 401(k), Commuter, COBRA and HIA. It also offers products like healthcare saving and spending platform, health savings accounts, investment advisory services, reimbursement arrangements, and healthcare incentives. The company was founded by Stephen D. Neeleman on September 18, 2002 and is headquartered in Draper, UT.','Jon Kessler',Draper,Utah,Finance,'Investment Managers',1141.0,2002.0
HSBC,'HSBC Holdings PLC',HSBC,EQ0011175900009000,0.5,0.25,GB,0.25,7/16/1999,adr,0.05,32.99,33.008,32.7,3957639,8352906.0,8352906.0,44.93,7.52147,4066391867.0,32.34,136000000000.0,0.836853,22.7147,4062740000.0,'HSBC Holdings Plc engages in the provision of banking and financial services. It operates through the following business segments: Retail Banking and Wealth Management, Commercial Banking, Global Banking and Markets, Global Private Banking, and Corporate Centre. The Retail Banking and Wealth Management segment consists of retail banking, wealth management, asset management, and insurance. The Commercial Banking segment offers banking products and services. The Global Banking and Markets segment includes transaction banking, financing, advisory, capital markets, and risk management services. The Global Private Banking offers transaction banking, financing, advisory, capital markets and risk management services to high net worth individuals and families. The Corporate Centre segment is comprises of central treasury, including balance sheet management, other legacy businesses, interests in associates and joint ventures, central stewardship costs and the UK bank levy. The company was founded on January 1, 1959 and is headquartered in London, the United Kingdom.','Noel Quinn',London,'Greater London',Finance,'Major Banks',235217.0,1959.0
?,'Reality Shares Nasdaq NextGen Economy ETF',BLCN,EQ0000000062127161,1.0,1.0,US,0.25,1/17/2018,etp,0.05,24.94,25.15,24.8049,3610,23041.0,23041.0,27.3899,1.47029,?,21.55,61512175.11,2.408,24.4196,2450001.0,'BLCN tracks an index of global companies involved in developing, researching, or using blockchain technologies.',?,?,?,Miscellaneous,'Investment Trusts Or Mutual Funds',?,?
'SPDR SP Aerospace  Defense ETF','SPDR SP Aerospace  Defense ETF',XAR,EQ0000000020333872,0.5,0.25,US,0.25,9/29/2011,etp,0.05,103.29,104.067,101.88,75448,361142.9,361142.9,119.48,0.79073,?,89.4468,1980457176.0,4.61529,328.533,19275000.0,'XAR tracks an equal-weighted index of US aerospace  defense companies, as defined by GICS.',?,?,?,Miscellaneous,'Investment Trusts Or Mutual Funds',?,?
'Sotherly Hotels','Sotherly Hotels Inc. Common Stock',SOHO,EQ0000000001312021,0.68,0.6,US,0.25,4/22/2013,reit,0.05,5.14,5.2,5.1,36073,81740.6,81740.6,7.6898,9.7561,12346407.49,5.025,73215363.0,0.743028,?,14272000.0,'Sotherly Hotels, Inc. is a real estate investment trust, which engages in the ownership and management of hotels. It operates under the Hilton, CrownePlaza, DoubleTree, and Sheraton brands. The company was founded in August 2004 and is headquartered in Williamsburg, VA.','David R. Folsom',Williamsburg,Virginia,Finance,'Real Estate Investment Trusts',13.0,2004.0
Aflac,'Aflac Inc.',AFL,EQ0010001500001000,0.5,0.25,US,0.25,1/2/1990,stock,0.05,44.19,44.34,43.12,2498378,5245250.2,5245250.2,57.18,2.47295,669649803.3,41.915,30960023438.0,1.13666,10.2318,722521000.0,'Aflac, Inc. is a holding company, which engages in the provision financial protection services. It operates through the Aflac Japan and Aflac United States (U.S.) segments. The Aflac Japan segment offers life insurance, death benefits, and cash surrender values. The Aflac U.S. segment sells voluntary supplemental insurance products for people who already have major medical or primary insurance coverage. The company was founded by John Amos, Daniel Paul Amos, and William Amos on November 17, 1955 and is headquartered in Columbus, GA.','Daniel Paul Amos',Columbus,Georgia,Finance,'Life/Health Insurance',11729.0,1955.0
'First Trust NASDAQ Cybersecurity ETF','First Trust Exchange-Traded Fund II First Trust NASDAQ Cybersecurity ETF',CIBR,EQ0000000043996777,0.5,0.25,US,0.25,7/7/2015,etp,0.05,28.88,29.12,28.78,156211,586786.1,586786.1,32.8,0.23779,?,26.2052,1349841408.0,6.41087,56.33,46150002.0,'CIBR tracks a liquidity-weighted index that targets companies engaged in the cybersecurity industry.',?,?,?,Miscellaneous,'Investment Trusts Or Mutual Funds',?,?
'Physicians Realty Trust','PHYSICIANS REALTY TRUST',DOC,EQ0000000030332357,0.5,0.25,US,0.25,7/19/2013,reit,0.05,19.62,20.04,19.62,1018637,2722779.7,2722779.7,20.78,4.76684,195814599.7,16.55,3716155762.0,1.52204,49.0346,197039000.0,'Physicians Realty Trust is a real estate investment trust, which engages in the acquisition, development, owning, and managing of healthcare properties. It offers leases to physicians, hospitals, and healthcare delivery systems. The firm\'s principal investments include medical office buildings; outpatient treatment facilities; acute and post-acute care hospitals; as well as other real estate integral to healthcare providers. The company was founded by John W. Sweet, Jr. on April 9, 2013 and is headquartered in Milwaukee, WI.','John T. Thomas',Milwaukee,Wisconsin,Finance,'Real Estate Investment Trusts',77.0,2013.0
'Independence Realty Trust','Independence Realty Trust Inc.',IRT,EQ0000000030622495,0.5,0.25,US,0.25,8/13/2013,reit,0.05,13.95,14.14,13.82,314817,1556311.7,1556311.7,16.85,5.19106,90310406.12,10.01,1219990297.0,2.05967,27.3247,91133800.0,'Independence Realty Trust, Inc. is a real estate investment trust. It acquires, owns, operates, improves and manages multifamily apartment communities across non-gateway U.S. markets. It aims to provide stockholders risk-adjusted returns through diligent portfolio management, operational performance and consistent return of capital through distributions and capital appreciation. The company was founded on March 26, 2009 and is headquartered in Philadelphia, PA.','Scott F. Schaeffer',Philadelphia,Pennsylvania,Finance,'Real Estate Investment Trusts',444.0,2009.0
'Vanguard Mega Cap 300 Growth ETF','Vanguard Mega Cap Growth ETF',MGK,EQ0000000005277264,0.5,0.25,US,0.25,12/21/2007,etp,0.05,146.52,147.3473,145.0,198715,684311.4,684311.4,162.49,0.83616,?,117.91,5465487580.0,8.45438,33.4187,36914005.0,'MGK tracks the CRSP US Mega Cap Growth Index. The index selects growth stocks from the top 70 of investable market capitalization.',?,?,?,Miscellaneous,'Investment Trusts Or Mutual Funds',?,?
WisdomTree,'WisdomTree Investments, Inc. Common Stock',WETF,EQ0010381000001000,0.6,0.5,US,0.25,7/26/2011,stock,0.05,4.14,4.16,3.98,739300,2486119.0,2486119.0,8.01,2.87081,116135856.5,3.66,630371887.0,1.77526,?,155264000.0,'WisdomTree Investments, Inc. operates as an asset management company that focuses on Exchange Traded Products (ETPs). It distributes ETPs within the asset management industry, including brokerage firms, registered investment advisors, institutional investors, private wealth managers and discount brokers. The company was founded by Jonathan L. Steinberg on October 1, 1988 and is headquartered in New York, NY.','Jonathan Laurence Steinberg','New York','New York',Finance,'Investment Managers',208.0,1988.0
